1000 
192,192
94,111
35,115
54,154
94,116
125,62
43,196
155,84
149,92
25,46
70,146
72,127
169,103
50,8
127,56
122,189
128,119
165,31
183,200
136,4
81,190
43,126
45,88
27,0
192,113
183,12
30,62
69,148
80,88
175,111
177,168
94,5
153,150
78,7
173,191
138,29
9,32
38,131
184,51
171,155
142,0
0,135
10,89
119,180
172,127
171,155
115,23
66,170
91,141
57,75
153,179
20,162
123,87
68,51
83,77
194,39
1,113
168,99
107,9
53,186
94,107
4,87
33,114
1,94
16,43
106,113
134,33
29,169
150,29
190,8
72,194
109,200
193,78
116,23
116,58
88,153
57,63
142,3
11,62
138,52
174,113
34,61
9,190
74,30
152,163
137,104
106,130
62,125
127,125
10,1
187,65
2,179
74,70
180,47
111,161
182,5
44,31
139,143
91,37
162,32
46,52
61,19
0,146
147,31
120,145
127,143
189,137
29,56
90,105
96,144
75,146
57,29
67,192
39,34
138,153
43,162
159,168
120,134
160,197
163,198
187,140
17,182
50,193
42,91
86,123
200,102
38,108
36,21
122,104
93,80
108,56
57,121
147,189
128,197
133,85
24,98
194,137
95,106
105,7
121,53
132,10
160,106
48,103
82,131
24,146
92,76
65,141
7,105
90,25
93,135
86,68
0,117
173,175
199,138
144,42
149,46
154,73
71,189
191,162
180,1
68,142
93,119
175,57
91,119
47,152
38,115
92,13
96,40
20,155
184,154
40,46
176,62
22,187
174,148
178,179
185,146
81,53
61,71
134,47
11,35
144,74
93,54
87,144
127,62
176,177
151,154
48,82
23,42
72,35
26,45
88,53
151,143
74,150
141,179
96,163
90,192
65,54
36,163
13,96
98,110
102,98
14,182
116,191
42,143
44,153
1,142
68,134
136,195
176,75
5,86
116,71
85,90
52,143
134,189
147,191
20,142
195,68
194,130
32,101
68,68
162,120
180,53
34,10
128,46
29,129
123,29
17,144
112,173
167,177
138,0
130,120
169,169
36,104
35,36
23,127
179,108
141,48
176,0
85,181
188,148
100,47
173,142
13,60
97,1
28,197
5,50
156,138
17,186
124,145
61,103
51,17
73,13
195,18
44,48
175,188
135,121
13,191
192,125
57,110
166,174
118,182
181,171
166,12
91,196
159,103
22,26
146,101
117,73
113,156
78,83
100,143
95,112
45,78
164,115
165,60
114,77
38,5
185,173
25,28
126,37
164,13
145,132
103,139
160,15
9,164
5,104
176,24
51,59
16,184
156,25
4,74
166,111
100,171
21,158
177,24
99,107
150,154
107,95
47,19
178,140
152,177
143,177
116,43
137,68
181,37
1,103
120,63
169,192
126,190
111,188
142,134
44,155
37,60
68,115
70,176
27,74
54,26
154,46
60,39
178,156
60,64
23,43
121,194
78,170
186,171
118,135
14,40
108,186
146,12
38,99
71,38
79,84
108,95
36,132
44,6
90,19
169,4
94,0
96,149
134,31
193,54
127,180
110,53
120,89
58,182
143,37
8,36
199,150
55,151
7,99
160,94
122,132
179,134
101,158
75,166
115,18
139,189
22,142
133,159
186,45
168,114
61,173
86,180
10,43
98,136
56,86
26,63
4,193
30,95
40,80
